,Name,Established Year,Region,Latitude,Longitude
890,Hillbilly Brewing Company,2015,Washington,45.788207,-122.676411
3674,Flying Bike Cooperative Brewery,2010,Washington,47.6921041,-122.3549951
1938,Brickyard Brewing Co.,2011,Washington,47.7817217,-122.153799
2432,V Twin Brewing Company,2016,Washington,47.6779615,-117.2820948
5721,Yakima Craft Brewing Co.,,Washington,46.617979,-120.548065
1947,Duo Brewing,,Washington,47.185485,-122.289202
5719,Naked City Brewery & Taphouse,2008,Washington,47.691833,-122.35509
3564,Ancient Lakes Brewing Company,2010,Washington,47.2516104,-119.9464129
1952,Prison break brewing,,Washington,47.9116867,-122.0941326
880,Hierophant Meadery,,Washington,47.8062171,-117.281965
6956,Island Hoppin' Brewery,2011,Washington,48.702689,-122.915368
5716,Gallaghers' Where U Brew,,Washington,47.808782,-122.386851
5315,Lost Woods Brewery,,Washington,47.1684673,-122.1636338
2440,Airways Brewing Company,2010,Washington,47.4116716,-122.2248944
1973,Wild Earth Brewing,,Washington,47.2238838,-120.9944622
4008,Flyers Restaurant And Brewery,,Washington,48.2991696,-122.6520867
8173,7 Seas Brewing Co,2008,Washington,47.3272977,-122.5795175
8606,Manfish Brewing,2017,Washington,47.4255096,-121.9733276
1980,Half Lion Brewing Company,,Washington,47.2411175,-122.2553378
87,Aslan Brewing Company,2012,Washington,48.748395,-122.474484
2078,Heights Brewing Company,2014,Washington,45.6387281,-122.6614861
5631,Schooner Exact Brewing Company,2006,Washington,47.5685945,-122.3342417
7539,Vashon Brewing Company,,Washington,47.4046571,-122.4516319
4080,Berchman's Brewing Company,,Washington,46.6028664,-120.5075778
7516,Hellbent Brewing Company,2015,Washington,47.7239727,-122.293177
9360,The Hidden Mother Brewery,,Washington,47.6587802,-117.4260465
8975,Rainy Daze Brewing,2012,Washington,47.7399096,-122.6573706
2186,Hopped Up Brewing Company,,Washington,47.6574184,-117.2644964
3627,Peddler Brewing Company,,Washington,47.663908,-122.377033
7542,Crucible Brewing Company,,Washington,47.911319,-122.2198677
8939,Genus Brewing Company,,Washington,47.6732281,-117.2393748
2171,Ogres Brewing,,Washington,47.9317952,-122.389919
5564,Dick's Brewing Company,1984,Washington,46.771347,-123.007543
6928,Brother Ass Brewing,,Washington,45.7062625,-122.6171806
6929,Good Brewing Company,,Washington,47.7824049,-122.1546093
9358,The Grain Shed,2018,Washington,47.6491105,-117.3941216
5411,SnoTown Brewery,2013,Washington,47.9125394,-122.0883669
6845,Odd Otter Brewing Company,2014,Washington,47.2566977,-122.4395469
765,Fremont Brewing,2009,Washington,47.6490719,-122.3444234
4075,Fortside Brewing Company,2015,Washington,45.6383527,-122.6010628
2058,Puyallup River Brewing Co.,2011,Washington,47.119093,-122.307033
2229,Birdsview Brewing Company,2006,Washington,48.528541,-121.912325
5474,North 47 Brewing Co.,2015,Washington,47.3012854,-122.4354837
5478,Illuminati Brewing Company,2015,Washington,48.7838979,-122.4553644
3608,Stones Throw Brewing Company,2016,Washington,48.7187544,-122.5039193
6892,Sluggo Brewing,,Washington,47.2391219,-122.4284669
736,Foothills Brewing and Beverage Co,1997,Washington,47.329121,-122.0040866
5460,Horse Heaven Hills Brewery,,Washington,46.204862,-119.770562
7823,Slippery Pig Brewery,2010,Washington,47.7346178,-122.6462842
8966,BJ's Restaurant and Brewery,1978,Washington,47.1569785,-122.3031211
5503,The Heavy Metal Brewing Co.,,Washington,45.6276153,-122.6171014
8134,Brothers Cascadia Brewing,2017,Washington,45.6924475,-122.6561767
8967,RAM Restaurant & Brewery,1971,Washington,47.158502,-122.291866
755,Four Eyed Guys Brewing,2016,Washington,47.6587802,-117.4260465
7534,North Sound Brewing Co,2010,Washington,48.431747,-122.370236
5508,Diamond Knot Brewery & Alehouse,1994,Washington,47.94845,-122.304687
8968,RAM Restaurant & Brewery,1971,Washington,47.114917,-122.29067
5565,G'ale Warnings Brewery,,Washington,48.102175,-123.500363
5390,LoveCraft Brewing Co,,Washington,47.5663244,-122.6257718
702,RAM Restaurant & Brewery,1971,Washington,47.316183,-122.299927
785,Garden Path Fermentation,2017,Washington,48.4764382,-122.417822
6808,Iron Goat Brewing,2011,Washington,47.654742,-117.431419
2103,Propolis Brewing,,Washington,48.1201269,-122.7942481
5379,Downpour Brewing,,Washington,47.8020732,-122.5020227
2090,Off Camber Brewing,,Washington,47.1980489,-122.2776875
5366,River Mile 38 Brewing Co,,Washington,46.2053613,-123.3853219
7843,Scatter Creek Brewing,,Washington,46.8570566,-122.8528273
4036,Pacific Rim Brewing,,Washington,47.514331,-122.352784
6941,Heathen Brewing,2011,Washington,45.708808,-122.613613
3610,Mirage,2017,Washington,47.6062095,-122.3320708
103,Diamond Knot Brewery & Alehouse,1994,Washington,47.895478,-122.295697
4029,Swinnerton Brewery,,Washington,48.0556124,-122.1707282
138,Bastion Brewing Company,,Washington,48.461782,-122.570669
5622,Floodland Brewing,,Washington,47.6308104,-122.3746726
5364,Fired Up Brewing,,Washington,48.5555425,-117.9074314
2067,Big Water Brewing Co,,Washington,47.427644,-120.329156
106,Bad Granny Hard Cider,,Washington,47.42,-120.3099999
2108,Four Generals Brewing,,Washington,47.480147,-122.2056986
5381,Cash Brewing,,Washington,47.6447419,-122.6956719
8594,American Vintage Beverage Inc,2010,Washington,47.6084921,-122.336407
787,Epic Ales,,Washington,47.5752881,-122.3347065
8989,"Craft Brew Alliance, Inc.",2008,Washington,47.7348275,-122.1488713
2142,Hoquiam Brewing Company,,Washington,46.97535,-123.88711
6695,Metier Brewing Company,,Washington,47.7637006,-122.1506442
8990,BJ's Restaurant and Brewery,1978,Washington,47.668795,-122.1198472
2138,Badass Backyard Brewing,2015,Washington,47.670005,-117.283504
2130,Nosdunk Brewing Company,2012,Washington,46.034092,-118.367308
3592,La Conner Brewing Co,,Washington,48.388745,-122.497247
6835,Iron Horse Brewery,2004,Washington,46.9994703,-120.5648701
5588,Floating Bridge Brewing,,Washington,47.661508,-122.3197798
2122,Hales Ales Brewery and Pub,1983,Washington,47.6591056,-122.3651983
9536,Whistle Punk,2017,Washington,47.6559435,-117.426757
2121,Everybody's Brewing Co.,,Washington,45.727373,-121.4857113
9350,Duvall Springs Brewing,2012,Washington,47.742507,-121.986253
7834,238 Brewing Company,2015,Washington,47.830388,-117.265603
7575,Beardslee Public House,2014,Washington,47.7664459,-122.1908859
5782,Tin Dog Brewing,,Washington,47.5254127,-122.3309345
6254,Timber Monster Brewing Company,,Washington,47.8621337,-121.8155789
1120,Lowercase Brewing,2013,Washington,47.5477398,-122.3147336
9203,Square Wheel Brewing Company,2014,Washington,47.6975271,-117.2535921
6486,TroutTamer Brewing,,Washington,47.6889493,-122.3746377
7616,Cairn Brewing,,Washington,47.756824,-122.2439711
1129,Mace Mead Works,,Washington,46.3198992,-117.9796618
1373,Perihelion,,Washington,47.578474,-122.311861
6253,Valley House Brewing,,Washington,47.7449014,-121.9859064
9255,RAM Restaurant & Brewery,1971,Washington,47.279686,-122.47599
1365,Perry Street Brewing,,Washington,47.6462432,-117.3899274
1346,Young Buck Brewing,2016,Washington,47.6552326,-117.4283004
1360,Snoqualmie Falls Brewing Company,1997,Washington,47.528832,-121.824017
1138,Menace Brewing,,Washington,48.8468242,-122.5914659
9254,BJ's Restaurant and Brewery,1978,Washington,47.217888,-122.467663
3797,Wenatchee Valley Brewing Co.,,Washington,47.4254934,-120.3075337
6267,Middleton Brewing,2013,Washington,47.9103912,-122.2249341
1353,Saddle Rock Pub & Brewery,,Washington,47.4258843,-120.3119684
6278,Obec Brewing,,Washington,47.666655,-122.372521
6467,Three Bull Brewing Co,,Washington,47.934463,-122.091728
1119,Lowercase Brewing,2013,Washington,47.5303884,-122.3232414
9200,C.I. Shenanigans,1980,Washington,47.6616799,-117.412189
1399,Number 6 Cider,,Washington,47.6273049,-122.3697638
27,Twin Rivers Brewing,2011,Washington,47.8563529,-121.9707751
1463,Hemlock State Brewing Company,,Washington,47.7615343,-122.331222
6511,Lucky Envelope Brewing,2015,Washington,47.6648778,-122.3691164
9186,BJ's Restaurant and Brewery,1978,Washington,47.459236,-122.255538
6171,Georgetown Brewing Company,2002,Washington,47.555477,-122.326707
7921,Scamp Brewing Co,,Washington,47.3217395,-122.2242459
1436,Grey Parrot Brewing Co,,Washington,46.3617718,-124.0539396
1435,Emerald City Beer Company,,Washington,47.576598,-122.320396
6501,Port Townsend Brewing Company,1905,Washington,48.107195,-122.7809419
1413,Orlison Brewing Company,,Washington,47.640053,-117.589934
6208,Republic Brewing Company,2011,Washington,48.6411987,-118.7340759
9263,Elysian Brewing Company,1995,Washington,47.668918,-122.333473
6496,Mount Olympus Brewing,,Washington,46.9731435,-123.8171984
9194,McMenamins Breweries,1983,Washington,47.04493,-122.901399
1404,Elysian Brewing Company,1995,Washington,47.614033,-122.315716
6221,Triceratops Brewing Company,,Washington,46.970426,-122.8844891
1402,Big Al Brewing,2008,Washington,47.514331,-122.352784
6490,54°40' Brewing Company,2015,Washington,45.5648179,-122.3270721
9207,St. Helens Brewing Company,,Washington,46.433547,-122.796442
6283,Battenkill Brewing Company,2011,Washington,47.76176,-122.68249
5791,Wandering Hop Brewery,,Washington,46.6059118,-120.5360129
1264,Seattle Cider Company,,Washington,47.560333,-122.3377055
1188,Elk Head Brewing Co.,,Washington,47.1587555,-122.0532732
6335,Gilligan's Brewing Co,,Washington,47.6579088,-122.3652937
7640,Dreadnought brewery,2015,Washington,47.8641495,-122.006176
6346,Dru Bru,2014,Washington,47.4208853,-121.4130489
3824,Dirty Couch Brewing,,Washington,47.6666738,-122.3831135
1275,Northwest Peaks Brewery,,Washington,47.6642426,-122.3786621
7956,Northwest Brewing Company,,Washington,47.2506709,-122.246865
3846,Discovery Bay Brewing,,Washington,48.1068077,-122.8025837
7954,Ten Pin Brewing Co.,2013,Washington,47.145147,-119.2777193
1341,Ramblin' Road,,Washington,47.664045,-117.39483
1249,Big E Ales,2005,Washington,47.809864,-122.302111
1242,Northwest Passage Craft Brewery,,Washington,45.6767798,-122.6682184
1215,Northish Beer Company,,Washington,47.3009689,-122.4353734
9237,Sumerian Brewing Company,2015,Washington,47.7408081,-122.157767
9231,Stormy Mountain Brewery,,Washington,47.8400218,-120.0175794
1237,7 Seas Brewing Co,2008,Washington,47.241754,-122.438872
9234,Structures Brewing,2015,Washington,48.7499457,-122.4743619
1230,Narrows Brewing,,Washington,47.24412,-122.557862
1301,Northwood Public House & Brewery,,Washington,45.7752344,-122.5232914
1302,San Juan Island Brewing Company,,Washington,48.5325944,-123.0146563
1303,Twelve String Brewing Company,2011,Washington,47.6771034,-117.2487522
6316,Standard Brewing,2013,Washington,47.5994442,-122.2995779
6287,White Bluffs Brewing,2010,Washington,46.3191273,-119.3013557
1337,SnoHo Brewing Co,,Washington,47.9128756,-122.0981847
6460,Outer Planet Craft Brewing,,Washington,47.6180247,-122.3164672
6455,Whitstran Pub & Brewing Co,,Washington,46.210389,-119.769831
19,BrewBakers Brewery,2014,Washington,48.073267,-122.06862
6289,Beta Brewing,2008,Washington,47.9501203,-122.1944911
6299,Western Red Brewing,2017,Washington,47.7368524,-122.6464637
3887,Cloudburst Brewing,2014,Washington,47.6116857,-122.3451177
7626,No-Li Brewhouse,1993,Washington,47.6619001,-117.3951705
1318,River City Brewing,2012,Washington,47.655812,-117.43206
7974,Backwoods Brewing Company,2012,Washington,45.7288627,-121.8199186
9215,Steam Plant,1986,Washington,47.655047,-117.424552
1311,Snipes Mountain Microbrewery & Restaurant,1997,Washington,46.328424,-120.008404
7628,Skye Book and Brew,,Washington,46.3193152,-117.9814208
7631,Tacoma Brewing Company,2012,Washington,47.258616,-122.4432945
1174,Bellwether Brewing Co.,,Washington,47.6764246,-117.4267025
7633,Triplehorn Brewing Co.,,Washington,47.7694745,-122.1456067
6138,Varietal Beer Company,2016,Washington,46.3240805,-120.014633
33,Adytum Cellars,,Washington,46.424724,-120.284757
6119,Icicle Brewing Company,2010,Washington,47.5961799,-120.659626
9124,Pyramid Breweries,1984,Washington,47.5924,-122.3351834
3976,Dog & Pony Alehouse and Grill,,Washington,47.4881947,-122.202572
3975,Belltown Brewery,,Washington,47.6142248,-122.3456477
5918,West Highland Brewing,,Washington,45.638933,-122.48705
3710,210 Brewing Company,,Washington,48.2145095,-122.1841675
9120,Rock Bottom Restaurant & Brewery,1998,Washington,47.608962,-122.334067
9121,Pyramid Breweries,1984,Washington,47.5920122,-122.3346949
9122,RAM Restaurant & Brewery,1971,Washington,47.708592,-122.324664
9123,RAM Restaurant & Brewery,1971,Washington,47.663305,-122.299371
8059,Eagle Brewing,,Washington,47.9454499,-122.3039532
9172,Sound Brewery,2010,Washington,47.7398904,-122.6573953
9303,Tart Cider,2016,Washington,46.9711832,-122.8856028
1688,Dunagan Brewing,,Washington,47.25244,-122.4388055
1682,Colockum Craft Brewing,,Washington,46.9841888,-120.4175867
5941,Baron Brewing Company,2003,Washington,47.520289,-122.3124918
6627,Zythum Brewing Company,,Washington,47.385575,-117.172304
6625,Bainbridge Island Brewing Company,2012,Washington,47.648325,-122.525356
6621,Lost Falls Brewery,,Washington,48.5454844,-117.9095119
3951,Quirk Brewing,,Washington,46.090219,-118.2771144
9111,Schilling Cider,2012,Washington,47.6495131,-122.3492175
5888,Fox Island Brewing,,Washington,47.282411,-122.5589947
1736,Trade Route Brewing Company,,Washington,47.2574403,-122.2485494
1741,Chief Springs Fire & Irons Brewpub,,Washington,46.3193091,-117.9814253
1836,Hoh River Brewery,,Washington,47.0257662,-122.9341179
5812,Forward Operating Base Brewing Company / FOB Brewing,,Washington,47.107825,-122.62387
8086,Washington Gold Hard Cider,,Washington,47.8734372,-120.1066915
8085,Spire Mountain Ciders,,Washington,47.043726,-122.8967194
6677,Powerhouse Restaurant and Brewery,,Washington,47.191597,-122.288137
1793,Bog Water Brewing Co.,2012,Washington,46.8594787,-124.1085936
5847,Populuxe Brewing,2013,Washington,47.6646139,-122.3675718
1782,Taneum Creek Brewing,,Washington,47.1891045,-120.9033448
7572,Counterbalance Brewing Company,,Washington,47.5455321,-122.3278371
9551,14 Hands Winery,,Washington,46.2107884,-119.7460779
1760,Engine House #9,,Washington,47.256023,-122.473292
9311,Odin Brewing Company,2009,Washington,47.6482679,-122.3423718
948,Incline Cider Company,2016,Washington,47.3394747,-122.2667661
5870,Scuttlebutt Brewing Company,,Washington,47.973762,-122.194396
1756,Keyhole Valley Brewing,,Washington,47.2150945,-123.1007066
3696,Acadian Farms,2008,Washington,45.7252547,-121.8205813
957,Haas Innovations Brewing LLC,2013,Washington,46.6172068,-120.5316068
1674,Redhook Ale Brewery,1981,Washington,47.7348275,-122.1488713
1671,Grove Street Brewhouse,,Washington,47.2112929,-123.1008433
998,Jellyfish Brewing Co,2016,Washington,47.5488374,-122.3201562
6041,Stoup Brewing,2013,Washington,47.6666529,-122.371202
1043,RAM Restaurant & Brewery,1971,Washington,47.061632,-122.768961
9150,Sky River Meadery,,Washington,47.7295984,-122.137531
6557,Ghostfish Brewing Company,2015,Washington,47.5762875,-122.3338489
6054,Vessel Ales & Taphouse,,Washington,47.8568847,-122.2881421
1051,Elliott Bay Brewery and Pub,1997,Washington,47.7203697,-122.2948289
7913,Big Barn Brewing,2012,Washington,47.802248,-117.265975
7650,Chuckanut Brewery & Kitchen,2008,Washington,48.7531923,-122.4851023
6066,Westport Brewing Company,2011,Washington,46.8907224,-124.1049405
1058,RAM Restaurant & Brewery,1971,Washington,47.166029,-122.515203
1535,River Time Brewing,2013,Washington,48.2493914,-121.6021799
1534,Burdick Brewery,2013,Washington,47.5303889,-122.3231782
6068,Dirty Bucket Brewing Company,2012,Washington,47.766217,-122.147677
6075,No. 6 Hard Cider,,Washington,47.6274223,-122.3698901
1071,Leavenworth Biers,,Washington,47.043726,-122.8967194
1508,Soos Creek Brewing,,Washington,47.376356,-122.116693
6090,Ice Harbor Brewing Co,1997,Washington,46.210812,-119.119911
3775,La Conner Brewing,,Washington,48.391652,-122.495341
1561,Mill City Brew Werks,,Washington,45.585662,-122.4039599
9292,Orlison Brewing Company,,Washington,47.6562286,-117.4273788
3733,Five Rights Brewery,,Washington,48.0372571,-122.1361241
6038,Twelve Bar Brews,2012,Washington,47.757004,-122.1678661
1002,Jester & Judge Hard Cider,,Washington,45.6932397,-121.8794065
6610,Flood Valley Brewing,,Washington,46.6635565,-122.9703841
7593,Northern Ales,,Washington,48.6106622,-118.0602814
8051,Frank N Stein,,Washington,48.846843,-122.591581
1651,Bron Yr Aur Brewing Co.,,Washington,46.738831,-120.7391589
6585,Mule & Elk Brewing,,Washington,47.1890798,-120.903318
1628,Little Spokane,2016,Washington,47.6552326,-117.4283004
5994,Friday Harbor Brewing,,Washington,48.530359,-123.0232865
9138,Shrub Steppe Brewing,,Washington,46.331084,-119.301054
1021,RAM Restaurant & Brewery,1971,Washington,47.385061,-122.235354
6580,Flying Lion Brewing,2014,Washington,47.5559845,-122.2843457
6006,Machine House Brewery,2011,Washington,47.550619,-122.317995
6013,Pacific Brewing & Malting Co.,2014,Washington,47.2585949,-122.4402711
9145,Single Hill Brewing,2018,Washington,46.6049575,-120.5012259
9148,McMenamins Breweries,1983,Washington,47.61396,-122.327721
1576,Hideaway Brewing Co,,Washington,47.3079826,-122.2232274
1568,Four Horsemen Brewery,,Washington,47.330856,-122.145046
5295,MT Head Brewing Co,,Washington,47.0083089,-122.217599
9366,192 Brewing Company,2009,Washington,47.7565288,-122.2422298
5171,Bushnell Craft Brewing Company,2014,Washington,47.6779265,-122.1223858
4821,Wingman Brewers,2011,Washington,47.2410896,-122.4273045
202,Blackbeard's Brewing Company,,Washington,46.8870888,-124.1118892
659,Elemental Hard Cider,,Washington,47.7693244,-122.1505869
4199,West Seattle Brewing Company,2012,Washington,47.5642434,-122.3778832
2842,Bad Bulldogs Brewery,,Washington,47.5697309,-122.6536087
3455,Anacortes Brewery,1994,Washington,48.51933,-122.6125703
7161,Rainy Daze Brewing,2012,Washington,47.698976,-122.739233
478,Circle 7 Brew Works,2016,Washington,47.8683153,-121.9581564
279,Outlander Brewing,2012,Washington,47.652227,-122.3555637
7742,NW Peaks Brewery,2010,Washington,47.664834,-122.378656
8316,Dwinell Country Ales,2017,Washington,45.8228013,-120.8249485
8631,McMenamins Breweries,1983,Washington,47.625476,-122.352649
2813,Dystopian State Brewing Co.,,Washington,47.2582273,-122.44314
8630,McMenamins Breweries,1983,Washington,45.615604,-122.653216
8818,McMenamins Breweries,1983,Washington,46.716442,-122.954259
4200,Badger Mountain Brewing,2001,Washington,47.4238716,-120.3092545
4782,Triple R Brewing,,Washington,47.6751859,-122.3179647
8819,Olympic Range Brewing,2014,Washington,47.6416123,-122.3532696
7348,Thomas Kemper Brewing,,Washington,47.5923934,-122.3344483
8353,Five Don's Brewing Company,2014,Washington,46.1344603,-122.9322029
8639,Melvin Brewing,2010,Washington,48.7625568,-122.485797
4708,Finnriver Farm & Cidery,2003,Washington,47.9762401,-122.7791261
2935,Alpine Brewing Co,2000,Washington,48.939025,-119.43674
7198,Gig Harbor Brewing,,Washington,47.2276257,-122.47733
7194,Budge Brothers Brewery,,Washington,47.6578622,-117.380215
4219,Palouse Falls Brewing Co,,Washington,46.7193408,-117.1644805
4207,Hop Nation Brewing Company,,Washington,46.6026436,-120.5097001
448,Chainline Brewing Company,2015,Washington,47.6724754,-122.1963331
4214,E2W Brewing,,Washington,47.3272994,-122.579534
7183,Mac & Jacks Brewing Company,1993,Washington,47.663422,-122.102388
280,Loowit Brewing Company,2012,Washington,45.6252284,-122.673635
4766,Decibel Brewing Co.,,Washington,47.8331088,-122.2105651
2873,Headless Mumby Brewing,,Washington,47.0468215,-122.9256432
3473,"Railside Brewing, LTD",2012,Washington,45.6767798,-122.6682184
2766,Kirkland Signature / Costco Wholesale Corporation,,Washington,47.548811,-122.050413
4335,Trusty Brewing,2015,Washington,45.6287554,-122.6710495
9492,Waddell's Brewing Co.,,Washington,47.717289,-117.433091
7761,Cardinal Craft Brewing Academy/ Skagit Valley College,,Washington,48.4725091,-122.4098366
8828,Optimism,2015,Washington,47.612787,-122.3204636
8280,Figurehead Brewing,2016,Washington,47.6561282,-122.3838381
7098,Seapine Brewing Company,2012,Washington,47.5760674,-122.3355614
8830,Watts Brewing Company,2015,Washington,47.817585,-122.16213
4997,Pastime brewery bar and grill,,Washington,48.9376611,-119.4361445
4998,Bluebird Microcreamery and Brewery,,Washington,47.651144,-122.350225
7759,Wicked Teuton Brewing Company,2017,Washington,48.2873976,-122.6603093
7454,Skagit River Brewing,,Washington,48.4192903,-122.3355768
