,Name,Established Year,Region,Latitude,Longitude
4970,Townies Brewery,,Michigan,42.2740908,-83.7790372
7239,Wolverine State Brewing Company,2010,Michigan,42.2702084,-83.7737021
4969,Blue Pike Cantina,,Michigan,42.717974,-82.4912868
5276,Arclight Brewing,2014,Michigan,42.1910809,-86.258322
8380,Michigan Brewing Works,2014,Michigan,42.684498,-84.230082
3117,Cotton Brewing Co.,2011,Michigan,41.8906659,-84.0247723
7723,Steele Street Brewing,,Michigan,42.9798834,-85.0671105
8415,Brown Iron Brewhouse,,Michigan,42.718691,-83.0359925
7427,Quay Street Brewing Company,,Michigan,42.9757296,-82.4232515
22,Aberrant Ales,2017,Michigan,42.6075937,-83.9316126
3919,Aquamarine Springs Brewing,,Michigan,42.2759507,-83.7496545
2494,Copper Canyon Brewery,,Michigan,42.4888042,-83.2764625
214,Blue Tractor BBQ & Brewery,,Michigan,44.7596941,-85.6234517
8836,Osgood Brewing,2013,Michigan,42.909417,-85.764763
7635,Reed City Brewing Company,2017,Michigan,43.87585,-85.5116283
4414,Lansing Brewing Company,2015,Michigan,42.73671,-84.545776
3817,1668 Winery & Lockside Brewery,,Michigan,46.5002866,-84.3459944
4613,Mothfire Brewing,,Michigan,42.2574517,-83.7281943
4942,BrickHaven Brewing Company,,Michigan,42.7521322,-84.7453082
7234,Mackinaw Brewing Co,1997,Michigan,44.7642992,-85.6212413
3089,Black Star Farms,,Michigan,44.9357396,-85.6333726
244,Brass Ring Brewing,2017,Michigan,42.919882,-85.647148
6,4 Seasons Brewery,2014,Michigan,43.0541724,-83.3116716
4413,Transient Artisan Ales,,Michigan,41.943286,-86.5557
3107,Midland Brewing Company,2009,Michigan,43.640862,-84.291079
3092,Cultivate Brewing Company,,Michigan,41.9430057,-86.4356075
2,127 Brewing,2014,Michigan,42.2860115,-84.4312613
7435,Macatawa Ale Company,2014,Michigan,42.793667,-86.109442
245,Bravo Zulu,2013,Michigan,44.774561,-85.498418
8200,Creston Brewery,2016,Michigan,42.9895799,-85.663484
8766,Northern Oak Brewery,2015,Michigan,42.800402,-83.626945
66,Arcadia Brewing Company,1996,Michigan,42.2947549,-85.5725225
200,Black Dragon Meadery & Brewpub,,Michigan,41.7899472,-86.7539332
2765,Harper's Restaurant & Brewpub,,Michigan,42.736292,-84.482719
3807,Stoney Creek Brewing Company,,Michigan,42.337152,-83.018559
278,Michigan Brewing Company,,Michigan,42.661327,-84.193409
206,Blackrocks Brewery,2010,Michigan,46.5461474,-87.4147185
6487,Mad Hatter Brewing Co.,,Merseyside,53.3934567,-2.9807769
8636,Medford Brewing Company,2015,Massachusetts,42.4274971,-71.1092012
2812,Merrimack Ales,2014,Massachusetts,42.6246424,-71.2975671
9418,Trillium Brewing,2013,Massachusetts,42.3498417,-71.0480154
3169,Opa Opa Steakhouse and Brewery,2004,Massachusetts,42.236242,-72.7247882
4228,Berkley Beer Company,,Massachusetts,41.8459347,-71.0828222
4153,Banner Beer Company,,Massachusetts,42.2356407,-71.6969985
6067,Westfield River Brewing Company,2012,Massachusetts,42.074454,-72.7686468
8117,Down East Cider,2011,Massachusetts,42.383121,-71.0500472
2816,Crue Brew Brewery,,Massachusetts,41.9776448,-71.0734771
5768,Gardner Ale House Brewery & Restaurant,2006,Massachusetts,42.5759189,-71.9971711
2818,Outlook Farm Brewery,,Massachusetts,42.286946,-72.760889
1840,Colonial Craft Brewing Company,,Massachusetts,42.3398914,-72.0886419
5014,Just Beer Brewing Co.,1997,Massachusetts,41.566802,-71.054254
3498,Old Planters Brewing Co.,2014,Massachusetts,42.3600825,-71.0588801
232,Harpoon Brewery,1986,Massachusetts,42.3465,-71.033843
2713,Ipswich Ale Brewery,1991,Massachusetts,42.672726,-70.843912
2133,10th District Brewing Company,,Massachusetts,42.1056865,-70.9458855
6874,Barewolf Brewing,,Massachusetts,42.8570181,-70.9237503
2093,Commonwealth Brewing #1,,Massachusetts,42.363507,-71.0614196
628,Drunken Rabbit Brewing,2017,Massachusetts,42.2150281,-72.558688
5629,Mystic Brewery,2011,Massachusetts,42.3920022,-71.044077
231,Rock Bottom Restaurant & Brewery,1998,Massachusetts,42.351068,-71.065359
233,Slesar Bros Brewing Co,,Massachusetts,42.3470085,-71.0987753
1806,Hitchcock Brewing Company,,Massachusetts,42.4458709,-72.6116802
2077,Still River Brewery,2014,Massachusetts,42.567403,-71.592612
3367,Devil's Purse Brewing Company,2013,Massachusetts,41.688583,-70.141712
5002,Backlash Beer Company,2009,Massachusetts,42.3584308,-71.0597732
3510,Plymouth Beer Company,,Massachusetts,41.9549266,-70.6621558
4278,Busbee Brewing,,Massachusetts,42.7243876,-73.0900837
760,John Harvard's Brew House,1992,Massachusetts,42.3006992,-71.3961732
2082,Medusa Brewing Company,2015,Massachusetts,42.3909502,-71.5667688
6096,Rapscallion Ales,1993,Massachusetts,42.136914,-72.106586
1517,Henry And Fran Brewing,,Massachusetts,42.3913355,-71.8102184
6873,Small Change Brewing Company,,Massachusetts,42.3875968,-71.0994968
4410,Old Colony Brewing,,Massachusetts,42.081381,-70.9568307
4983,Big Elm Brewing Company,2012,Massachusetts,42.0929689,-73.350458
1985,Altruist Brewing Company,,Massachusetts,42.1159589,-72.1130108
7031,Moby Dick Brewing Co.,,Massachusetts,41.6343913,-70.9226597
1936,Oak & Iron Brewing Co,,Massachusetts,42.6563033,-71.1473117
7032,Skyroc Brewery,,Massachusetts,41.9441796,-71.2860051
5895,West County Cider,,Massachusetts,42.650961,-72.674177
4949,Boston Beer Company,1984,Massachusetts,42.314449,-71.103365
5978,Lost Elm Artisan Ales,2013,Massachusetts,42.080493,-72.03546
5975,Nashoba Valley Winery,2004,Massachusetts,42.4318206,-71.6132766
4452,Hingham Beer Works,2010,Massachusetts,42.2494051,-70.9225384
5726,Navigation Brewing Company,,Massachusetts,42.6397829,-71.3191833
4205,Bay State Brewing,,Massachusetts,42.2693997,-71.9389409
4823,Green Lion Brewing Company,2013,Massachusetts,42.4500845,-73.2453824
7680,Berkshire Brewing Company,1994,Massachusetts,42.478684,-72.609409
4898,Deja Brew,,Massachusetts,42.2756195,-71.7373748
2780,Flying Dreams Brewing Co.,2015,Massachusetts,42.2546082,-71.8254799
8466,True West Brewing,2016,Massachusetts,42.4763406,-71.4707471
5691,Pittsfield Brew Works,2005,Massachusetts,42.450747,-73.254199
1668,Brewmasters Tavern,,Massachusetts,42.3924711,-72.7300105
2756,Barrel House Z,2015,Massachusetts,42.192475,-70.927863
1706,Brash Brewing Company,2012,Massachusetts,42.672726,-70.843912
9126,Second Wind Brewing Company,2016,Massachusetts,41.958271,-70.66651
1700,Cody Brewing Company,2006,Massachusetts,42.8573612,-70.9305328
1680,The Spencer Brewery,2013,Massachusetts,42.2936935,-71.9996267
4926,Lefty's Brewing Company,2010,Massachusetts,42.60122,-72.606733
1969,Tree House Brewing Company,2011,Massachusetts,42.1365211,-72.0125079
2653,Winter Hill Brewing Company,,Massachusetts,42.3926219,-71.0939977
5676,Springdale Barrel Room,,Massachusetts,42.2794958,-71.4097844
6058,Barrington Brewery and Restaurant,1995,Massachusetts,42.2134704,-73.3443739
3800,Prospect Ciderworks,,Massachusetts,42.3252053,-71.0696942
8869,Percival Beer Company,2010,Massachusetts,42.1711191,-71.2058994
6037,Frosty Knuckle Brewing Company,,Massachusetts,42.672869,-70.843284
5111,Battle Road Brewing Company,2012,Massachusetts,42.0900484,-71.26743
9014,River Styx Brewing,,Massachusetts,42.5818535,-71.8013545
7822,Notch Brewery & Tap Room,2010,Massachusetts,42.672726,-70.843912
5646,Brazo Fuerte Artisanal Beer,2011,Massachusetts,42.3600825,-71.0588801
1773,Cold Harbor Brewing,,Massachusetts,42.2739291,-71.6250901
8113,Artifact Cider Project,2013,Massachusetts,42.120638,-72.574443
1767,Tap Brewing Company,2012,Massachusetts,42.7727232,-71.0852745
176,Notch Brewery & Tap Room,2010,Massachusetts,42.5199017,-70.8908665
1970,Night Shift Brewing,2012,Massachusetts,42.4061138,-71.0674884
2021,Offshore Ale Company,1997,Massachusetts,41.4558776,-70.5575621
4897,Buzzards Bay Brewing Inc.,,Massachusetts,41.5713487,-71.0570509
4177,Barnstable Brewing,,Massachusetts,41.6501,-70.314025
8573,Homefield Brewing,2016,Massachusetts,42.1156042,-72.1063777
4252,Bog Iron Brewing,2011,Massachusetts,41.9656458,-71.1902042
3740,Untold Brewing,2015,Massachusetts,42.1809138,-70.7472101
677,Enlightenment Ales,2011,Massachusetts,42.399884,-71.0638101
221,Bolton Beer Works,,Massachusetts,42.430233,-71.6164381
8847,Brewmaster Jack,2011,Massachusetts,42.201327,-72.610264
7818,Cisco Brewers,1992,Massachusetts,41.263609,-70.131438
9402,Tin Bridge Brewing Company,2014,Massachusetts,42.1114829,-72.7216309
4957,Wachusett Brewing Company,1994,Massachusetts,42.5584168,-71.8707812
4183,Start Line Brewing Company,2016,Massachusetts,42.2103756,-71.5125171
5103,Bright Ideas Brewing,2016,Massachusetts,42.701947,-73.113887
4909,KBC Brewery & Beer Garden,,Massachusetts,42.050715,-71.88109
3513,Blatant Brewery,2010,Massachusetts,42.212132,-72.345238
7608,Bent Water Brewery,,Massachusetts,42.4719938,-70.9398192
531,Pizzeria Uno Chicago Grill & Brewery,,Massachusetts,42.2782475,-71.1746043
374,Building 8 Brewing,2015,Massachusetts,42.3202702,-72.6649551
2306,Mayflower Brewing Company,2007,Massachusetts,41.949046,-70.711393
2519,ZēLUS Beer Company,2017,Massachusetts,42.1930473,-71.3285297
8947,Cochituate Brewing,,Massachusetts,42.3625953,-71.3614484
949,Independent Fermentations Brewing,2013,Massachusetts,41.9275198,-70.6461723
7560,Northampton Brewery,1987,Massachusetts,42.317425,-72.630258
4072,Jack's Abby Brewing,2011,Massachusetts,42.280767,-71.410714
6727,Pretty Things Beer & Ale Project,2008,Massachusetts,42.3635847,-71.0824613
3040,BareWolf Brewing,,Massachusetts,42.8570181,-70.9237503
8495,Brick & Feather Brewery,,Massachusetts,42.6020618,-72.5640668
428,Carroll's,,Massachusetts,42.417912,-71.110156
4348,Paper City Brewing Company,1996,Massachusetts,42.2011759,-72.610427
6349,Down the Road Beer Co.,2013,Massachusetts,42.3370413,-71.2092214
1062,Larboard Beer Company,2014,Massachusetts,42.4072107,-71.3824374
8148,Lamplighter Brewing Company,,Massachusetts,42.3677834,-71.0979263
8211,Deadwood Brewery,,Massachusetts,42.293875,-71.0462414
8735,New City Brewery,2013,Massachusetts,42.2746713,-72.6594795
7284,Shire Breu Hous,,Massachusetts,42.4745869,-73.1728401
4006,Blue Hills Brewery,2008,Massachusetts,42.150538,-71.103699
4704,Scantic River Brewery,2012,Massachusetts,42.0523741,-72.4416039
6320,Aeronaut Brewing Company,,Massachusetts,42.3817829,-71.1056689
1304,Brewery at Martha's Vineyard,,Massachusetts,41.4576034,-70.5572039
6542,Ground Effect,,Massachusetts,42.3927767,-71.5587105
8166,50 Back Brewing Co,2010,Massachusetts,42.673842,-71.5984083
7243,Green Door Brewing Company,2013,Massachusetts,41.934053,-71.281005
8214,Dorchester Brewing Company,,Massachusetts,42.3221518,-71.0623168
5198,Do Can,,Massachusetts,42.6277035,-71.3488298
49,Somerville Brewing Company,2011,Massachusetts,42.3941311,-71.079673
6300,Brewery Silvaticus,,Massachusetts,42.8574452,-70.9295942
6387,redemption rock,,Massachusetts,42.268872,-71.7779007
2510,Glass Bottom Brewery,2013,Massachusetts,42.2854061,-73.2479709
4303,Goodfellow's Brewing Co.,,Massachusetts,41.81548,-70.9747243
7175,Greasy Luck Brewery,,Massachusetts,41.6349602,-70.9262417
7935,Beer Works Brewing Co.,1992,Massachusetts,42.3471278,-71.0990805
5399,Watch City Brewing Company,1996,Massachusetts,42.3717819,-71.2364457
926,House Bear Brewing,2013,Massachusetts,42.8062771,-70.88195
7585,stellwagen,,Massachusetts,42.1000185,-70.7512407
9470,Vanished Valley Brewing Company,2016,Massachusetts,42.1875804,-72.4631432
6685,3 Beards Beer Company,2010,Massachusetts,42.2022941,-72.6046857
4605,Newburyport Brewing Company,2012,Massachusetts,42.805154,-70.883564
931,Sea Dog Brewing Company,1993,Massachusetts,42.290961,-70.8831535
3848,"Purgatory Beer Co, LLC",,Massachusetts,42.0985385,-71.6465137
6445,Marblehead Brewing Company,,Massachusetts,42.5013607,-70.8570885
6480,Somerville Brewing Company,2011,Massachusetts,42.3748173,-71.0892732
3629,Bad Martha Beer,2013,Massachusetts,41.3804981,-70.645473
6435,3Cross Brewing Company,2013,Massachusetts,42.244075,-71.8304129
382,Burke's Alewerks,2018,Massachusetts,42.153635,-70.8542667
5417,Cape Ann Brewing Company,2004,Massachusetts,42.6114111,-70.6652468
5441,Cape Cod Beer,2004,Massachusetts,41.677908,-70.310435
4332,Honest Weight Artisan Beer,2014,Massachusetts,42.6358108,-72.26981
69,Arcpoint Brewing Co,,Massachusetts,42.2770346,-72.4008884
7739,Element Brewing Company‎,2005,Massachusetts,42.577947,-72.494568
4330,High Horse,,Massachusetts,42.3771764,-72.5199276
7879,Nowhere Brewing Company,2011,Massachusetts,42.5224,-70.895809
4368,Stoneman Brewery,,Massachusetts,42.706235,-72.780551
1104,Lord Hobo Brewing Company,2015,Massachusetts,42.47621,-71.128878
6424,New Century Brewing Company,,Massachusetts,42.3458497,-71.0464339
8598,Rapscallion Ales,1993,Massachusetts,42.462924,-71.291474
1201,Riverwalk Brewing,,Massachusetts,42.806403,-70.881907
8506,Downeast Unfiltered,,Massachusetts,42.3644235,-71.0334794
6400,Percival Beer Company,2010,Massachusetts,42.294767,-71.061486
5270,Wandering Star Brewing Co,2011,Massachusetts,42.456969,-73.2114689
5239,Cambridge Brewing Company,1989,Massachusetts,42.366468,-71.0914549
5501,"Brew Practitioners, LLC.",,Massachusetts,42.3346067,-72.6682805
3347,Widowmaker Brewing,,Massachusetts,42.220662,-71.0369599
7301,Hopster's,,Massachusetts,42.3583332,-71.1846242
6573,Sherwood Forest Brewers,,Massachusetts,42.3429084,-71.5128178
8127,Far From The Tree Cider,2015,Massachusetts,42.514745,-70.899891
8549,Stone Cow Brewery,,Massachusetts,42.4248065,-72.1242414
8217,Saltbox Kitchen,,Massachusetts,42.4572519,-71.39499
3548,White Lion Brewing Company,2013,Massachusetts,42.1056673,-72.5977452
7537,Wormtown Brewery,2010,Massachusetts,42.2635255,-71.7913831
5544,Howler Brewery,,Massachusetts,42.366845,-72.609572
1403,Clown Shoes Beer,2009,Massachusetts,42.6808875,-70.8413077
4034,High & Mighty Beer Company,2006,Massachusetts,42.2011759,-72.610427
6802,Mighty Squirrel,,Massachusetts,42.3869128,-71.201224
8270,Quahog Republic,,Massachusetts,41.5594301,-70.5929883
6813,The People's Pint,1997,Massachusetts,42.5886166,-72.599865
3918,Exhibit 'A' Brewing Company,2016,Massachusetts,42.2789115,-71.4016418
6202,Idle Hands Craft Ales,2010,Massachusetts,42.4243943,-71.0747573
1016,Kretschmann Brewing Company,,Massachusetts,42.0507149,-71.8810898
6193,Cheeky Monkey Brewing Co.,,Massachusetts,42.3474124,-71.0948089
413,Trillium Brewing,2013,Massachusetts,42.1844198,-71.1524525
3159,Turtle Swamp Brewing,,Massachusetts,42.3088889,-71.1053133
8330,Battle Road Brewing Company,2012,Massachusetts,42.4303583,-71.4556252
4128,Abandoned Building Brewery,,Massachusetts,42.2741936,-72.6615712
8451,Craftroots Brewing,2014,Massachusetts,42.1416139,-71.4924426
146,Bear and Bramble Brewing Company,,Massachusetts,42.3250896,-72.6412013
9423,True North Ale Company,2017,Massachusetts,42.6700616,-70.8367547
2158,Bantam Cider,2012,Massachusetts,42.37807,-71.092168
405,John Harvard's Brew House,1992,Massachusetts,42.3724324,-71.1193062
6836,Lowell Beerworks,,Massachusetts,42.6511316,-71.3164223
7730,7th Wave,,Massachusetts,42.1930473,-71.3285297
4525,Salem Beer Works,1996,Massachusetts,42.520383,-70.8909666
5183,Remnant Brewing,,Massachusetts,42.3809732,-71.0981114
3021,Haverhill Brewery,2003,Massachusetts,42.7727232,-71.0852745
7620,stellwagen,,Massachusetts,42.1000185,-70.7512407
3636,Democracy Brewing,,Massachusetts,42.3551327,-71.0621371
6277,Shovel Town Brewery,2017,Massachusetts,42.0713408,-71.1029806
4732,Bone Up Brewing Company,,Massachusetts,42.405459,-71.0658313
6272,The Tap Brewing Co.,2003,Massachusetts,42.772665,-71.0852382
6792,Framingham Beer Works,2013,Massachusetts,42.3021614,-71.4002663
7647,Seven Saws Brewing,,Massachusetts,42.3500526,-71.8600567
8588,Portico Brewing Company,2012,Massachusetts,42.3964457,-71.1359393
4735,Black Hat Brew Works,,Massachusetts,41.9726864,-71.0073887
3678,Gentile Brewing Company,2015,Massachusetts,42.5493947,-70.8843902
4357,Iron Duke Brewing,,Massachusetts,42.1600936,-72.475919
5512,Pioneer Brewing Company,1997,Massachusetts,42.1415,-72.1105
2223,Amorys Tomb Brewing Co,,Massachusetts,42.4320292,-71.4531819
7648,article 15,,Massachusetts,42.2005008,-70.9431861
6637,Merrimac Brewing Company,,Massachusetts,42.8064031,-70.8819067
6244,Fort Hill Brewery,2014,Massachusetts,42.2812904,-72.6402115
3300,Amherst Brewing Company,1997,Massachusetts,42.3763254,-72.5198934
1375,Charlton Beer Company,,Massachusetts,42.1392756,-72.0172145
8732,Naukabout Beer Co.,2006,Massachusetts,41.6500553,-70.4841234
3154,Castle Island Brewing Company,2015,Massachusetts,42.1688564,-71.1922877
8337,Hog Island Beer Co.,2012,Massachusettes,41.7830021,-70.0008013
8436,Entitled Beer Company,,Massachusettes,42.2446697,-70.885224
2221,Rapscallion Brewery & Tap Room,,Massachusettes,42.1415,-72.1105
984,Isaaks of Salem,,Masachusetts,42.5292532,-70.8908945
6594,Baying Hound Aleworks,2010,Maryland,39.094018,-77.1354938
6468,Market Street Public House,,Maryland,38.8860747,-75.8324236
7412,Manor Hill Brewing,2015,Maryland,39.250841,-76.886718
236,DuClaw Brewing Company,1996,Maryland,38.945312,-76.73419
1731,Growlers of Gaithersberg,,Maryland,39.1419942,-77.1936124
7910,RAR Brewing,2015,Maryland,38.5702568,-76.0775469
7901,Johansson’s Dining House and Restaurant,,Maryland,39.5753017,-76.996031
8279,Orchid Cellar Meadery and Winery,,Maryland,39.4673232,-77.5483506
6624,Wild Goose Brewery,,Maryland,38.7680828,-76.0934883
7598,Union Craft Brewing Company,2011,Maryland,39.331938,-76.641971
9066,Saints Row Brewing,2017,Maryland,39.0934856,-77.1334939
7909,Red Shedman Farm Brewery & Hop Yard,,Maryland,39.4226921,-77.1933257
1820,Millstone Cellars,2011,Maryland,39.5762313,-76.6101084
8825,Open Gate Brewery & Barrel House,2017,Maryland,39.2240279,-76.6964916
3438,Monocacy Brewing Co,2012,Maryland,39.4401012,-77.3985273
3073,Black Squirrel Brewing Co,,Maryland,39.048685,-76.978821
40,AleCraft Brewery,2017,Maryland,39.5337112,-76.3457252
666,Elk River Brewing Co.,2018,Maryland,39.60772,-75.8293592
3961,Ruddy Duck Brewery and Grill,,Maryland,38.3471003,-76.4545975
9274,Ocean City Brewing Company,2014,Maryland,39.4685221,-76.3097891
6974,Slate Farm Brewery,,Maryland,39.6984163,-76.3252031
4913,Falling Branch Brewery,2015,Maryland,39.6662803,-76.3728353
1153,Brewer's Alley Restaurant & Brewery,1996,Maryland,39.4156043,-77.4107676
3543,Stillwater Artisanal Ales,,Maryland,39.290585,-76.609264
7980,Ocean City Brewing Company,2014,Maryland,38.380132,-75.06884
1354,Heavy Seas Beer,1995,Maryland,39.230827,-76.6751309
4869,DeGroen's Grill (Baltimore Brewing Company),1989,Maryland,39.2882163,-76.6036982
8474,Mad Scientist Brewing Company,,Maryland,39.2780438,-77.4634411
4743,"Franklin's Restaurant, Brewery & General Store",1910,Maryland,38.952612,-76.940257
173,Rock Bottom Restaurant & Brewery,1998,Maryland,38.988988,-77.097413
6882,Mully's Brewery,2013,Maryland,38.510411,-76.647938
6251,Rockwell Brewery,,Maryland,39.4251852,-77.4033475
4751,Three Phase Brewing,2013,Maryland,39.2903848,-76.6121893
1539,7 Locks Brewing Company,2015,Maryland,39.0558135,-77.110184
7476,Mad Hop Brews,,Maryland,39.2369558,-76.7913558
3547,Chester River Brewing Company,,Maryland,39.226056,-76.05797
6078,Brookeville Beer Farm,2016,Maryland,39.189785,-77.062483
6276,Attaboy Beer,,Maryland,39.4123117,-77.4033929
6198,Mad Science Brewing Company,,Maryland,39.2780438,-77.4634411
170,Berrywine Plantations/Linganore Winecellars,,Maryland,39.4277473,-77.1905232
4528,Backshore Brewing Company,2012,Maryland,38.3402459,-75.0803817
1511,Olde Mother Brewing Co.,2015,Maryland,39.4092636,-77.391146
6864,Scorpion Brewing,2012,Maryland,38.6829922,-76.6184945
9168,Sogard Brewing Co.,2018,Maryland,39.1740637,-76.7422158
4138,Suspended Brewing Co,,Maryland,39.2831103,-76.6315014
4843,Frederick Brewing,,Maryland,39.362696,-77.426454
1492,Chesepiooc Real Ale Brewery,,Maryland,39.0157338,-76.6985333
8725,Goonda Beersmiths,,Maryland,39.3243295,-76.6104127
8576,Charm City Meadworks,,Maryland,39.2316999,-76.573969
157,DuClaw Brewing Company,1996,Maryland,39.4976844,-76.3312187
3490,Red Brick Station Restaurant and Brewpub,,Maryland,39.3722397,-76.4638343
8730,Granite City Food & Brewery,,Maryland,38.7844103,-77.015576
60,Antietam Brewery,2012,Maryland,39.6405559,-77.760372
7808,Waverly Brewing Co.,,Maryland,39.33191,-76.6416419
7580,1623 Brewing,,Maryland,39.5753791,-76.9958149
1713,Oliver Brewing Company,1993,Maryland,39.3148937,-76.5532033
4935,Chesapeake Brewing Company,,Maryland,38.9780663,-76.4974716
3003,Tall Tales Brewery,2011,Maryland,38.381942,-75.469963
3449,Hysteria Brewing Company,2017,Maryland,39.1733403,-76.8442622
4059,Flying Dog Brewery,1990,Maryland,39.361926,-77.424677
701,Pub Dog Pizza & Drafthouse,2001,Maryland,39.276927,-76.613478
7571,Calvert Brewing Company,2014,Maryland,38.886284,-76.730867
7440,Black Flag Brewing Company,,Maryland,39.1770343,-76.8322237
1186,Brewer's Art,,Maryland,39.302771,-76.616387
3463,Peabody Heights Brewery,2012,Maryland,39.324338,-76.610422
82,DuClaw Brewing Company,1996,Maryland,39.162361,-76.725448
1660,Crooked Crab Brewing Co.,,Maryland,39.0974987,-76.6936948
1573,Deep Creek Brewing (United States),2000,Maryland,39.5605266,-79.3584766
1248,Clay Pipe Brewing Co,,Maryland,39.5795653,-76.9947592
4665,Burley Oak Craft Brewery,2011,Maryland,38.3338561,-75.2169099
4680,National Brewing Company,2011,Maryland,39.3127923,-76.5362967
6355,Elder Pine Brewing & Blending,,Maryland,39.221372,-77.083376
3671,Frey's Brewing Company,2012,Maryland,39.468591,-77.202837
869,Heavy Seas Beer,1995,Maryland,39.2866436,-76.598757
1280,Ellicott Mills Brewing,,Maryland,39.268415,-76.799421
8816,Pratt Street Ale House,1993,Maryland,39.2866038,-76.6181
2798,Tuppers' Hop Pocket Brewing Company,,Maryland,38.973459,-77.127249
6313,White Marsh Brewing Company,,Maryland,39.3722188,-76.4638294
845,Gypsy Brewing Company,2015,Maryland,38.6252988,-76.6173305
3588,Astro Lab Brewing,2018,Maryland,38.9921363,-77.0269628
246,Brawling Bear,,Maryland,39.1434406,-77.2013705
406,Dempsey's Brew Pub and Restaurant,2012,Maryland,39.2840721,-76.6202144
5647,Steinhardt Brewing Company,,Maryland,39.4193076,-77.5033006
322,Denizens Brewing Co,2013,Maryland,38.9887068,-77.0274548
512,Frisco Taphouse,,Maryland,39.1858726,-76.8251306
8216,Mobtown Fermentations - Wild Kombucha,,Maryland,39.4322968,-76.6272819
5412,Brew House No 16,,Maryland,39.2996482,-76.6127262
7322,Ruhlman Brewery,2012,Maryland,39.63738,-76.909889
9023,Gordon Biersch Brewing,1997,Maryland,39.0852708,-77.1507431
5373,Washingtonian's Brewing,,Maryland,38.7073379,-77.0230313
8694,Monument City Brewing Company,,Maryland,39.324338,-76.610422
544,Frisco Taphouse,,Maryland,39.0365677,-76.6808344
2288,Full Tilt Brewing,2012,Maryland,39.324338,-76.610422
403,Calvert Brewing Company,2014,Maryland,38.5085398,-76.6222519
5686,Barley and Hops Grill & Microbrewery,,Maryland,39.382028,-77.399633
397,DuClaw Brewing Company,1996,Maryland,39.18617,-76.673509
3330,Milkhouse Brewery at Stillpoint Farm,2012,Maryland,39.460262,-77.225512
7116,Eastern Shore Brewing Co,2008,Maryland,38.781363,-76.2222026
2318,Rexx Reserve,2015,Maryland,39.555824,-77.041126
8201,Checkerspot Brewing Company,,Maryland,39.2746646,-76.6195617
7022,Diamondback Beer,2014,Maryland,39.2685951,-76.5977639
2507,Realerevival Brewing,2013,Maryland,38.5702278,-76.0775563
4254,Waredaca Brewing Company,2015,Maryland,39.228694,-77.081127
5589,The Federal Brewing Company,,Maryland,38.6942238,-75.7734279
2312,Public Works Ale,2013,Maryland,39.3246448,-76.6109306
7109,Bull and Goat Brewery,,Maryland,39.0451719,-76.0627151
7312,Greenspring Brewing Company,,Maryland,38.6829922,-76.6184945
600,Dogfish Head Craft Brewery,1995,Maryland,39.142971,-77.215924
8985,Reckless Ale Works,,Maryland,39.1866694,-76.8240728
4288,Streetcar 82 Brewing Co.,,Maryland,38.9493373,-76.9429932
2521,B.C. Brewery,,Maryland,39.4829883,-76.66329
2486,Patriot Acres Farm Brewery,,Maryland,39.220946,-75.8682107
2569,Smoketown Brewing Station,,Maryland,39.3138178,-77.6302643
9424,True Respite Brewing Company,2017,Maryland,39.1081117,-77.1471682
511,Pub Dog Pizza & Drafthouse,2001,Maryland,39.191673,-76.817143
2409,Costa Ventosa Winery & Vineyard,,Maryland,38.4253667,-75.2584845
571,Mountain State Brewing Company,2005,Maryland,39.564423,-79.380326
5317,Baltimore-Washington Beer Works,1998,Maryland,39.324338,-76.610422
498,Great American Restaurants,,Maryland,39.1116451,-77.2021077
2401,Rubber Soul Brewing Company,,Maryland,38.391759,-75.58429
2044,Brimstone Brewing,,Maryland,39.362696,-77.426454
8941,Pub Dog Pizza & Drafthouse,2001,Maryland,39.556366,-77.040959
7748,Evolution Craft Brewing Company,2009,Maryland,38.3618491,-75.5960119
2266,Assawoman Bay Brewing Company,2014,Maryland,38.3712057,-75.0703421
576,Denison’s Brewing Company,,Maryland,38.9887068,-77.0274548
5115,Hook & Ladder Brewing Company,,Maryland,38.991101,-77.023691
3414,Fin City Brewing Co.,,Maryland,38.335233,-75.099284
7075,Key Brewing Company,2014,Maryland,39.244513,-76.4627749
7246,Jailbreak Brewing Company,2013,Maryland,39.1241125,-76.8230123
632,DuClaw Brewing Company,1996,Maryland,39.3402079,-76.479151
3340,Independent Brewing Co.,2015,Maryland,39.5399864,-76.3564147
8161,RavenBeer,1998,Maryland,39.3402079,-76.479151
8112,Distillery Lane Ciderworks,2010,Maryland,39.3866694,-77.6203377
9503,Wash Ashore Beer Company,,Martha's Vineyard,41.3804981,-70.645473
8526,Twenty Nine Brewpub,2014,Marion,40.5886699,-83.1285242
1244,Ricker Hill Hard Cider,,Maine,44.2666923,-70.2811174
91,Atlantic Brewing Company,1991,Maine,44.387297,-68.2047479
3250,Tumbledown Brewing LLC,,Maine,44.6355044,-70.0942626
8295,Goodfire Brewing Co.,,Maine,43.6702442,-70.2559411
2628,Lubec Brewing Company,,Maine,44.8567538,-66.9823598
6117,Casco Bay Brewing Company,1994,Maine,43.702668,-70.3179908
6125,Boon Island Ales,2009,Maine,43.2749784,-70.5978699
5146,Bigelow Brewing Company,2013,Maine,44.7174734,-69.7294484
6426,Sheepscot Valley Brewing Company,1995,Maine,44.1420176,-69.6000504
8619,Sebago Brewing Company,1998,Maine,43.6888024,-70.3949697
